timestamp,message
1767650437680,"Jan  5 22:00:37 ip-10-1-147-153 rec[5218]: {""asn"":""1221"",""city"":""MELBOURNE"",""clientIP"":""120.148.44.181"",""correlationID"":"""",""country"":""AU"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""120.148.44.181, 184.84.238.9, 23.62.36.181"",""lat"":""-37.82"",""long"":""144.97"",""method"":""GET"",""path"":""/related?genres=Action,Adventure,Comedy,Fantasy,Sci-Fi,Thriller"",""profileID"":"""",""referer"":""https://hisense.stan.app/search"",""region"":""VIC"",""resultCount"":0,""seedId"":0,""serverTime"":1767650437086,""sessionAppName"":"""",""time"":""2026-01-05T22:00:37.086374086Z"",""userID"":"""",""user_agent_raw"":""Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Odin/3.2987.2.10 Safari/537.36 (Hisense;HA85A6881FUWT;V0000.01.00a.K0901) MSD6886"",""vendor"":""stan""}"
1767650472080,"Jan  5 22:01:11 ip-10-1-208-191 rec[5041]: {""asn"":""15169"",""city"":""CHARLESTON"",""clientIP"":""66.249.64.230"",""correlationID"":""ChM3OTc2MDM2Mjk5Mzg4MTg0OTY2GiVzdGFuLW1vcmUtbGlrZS10aGlzLWN2cl8xNjg5ODk0ODI3Njc4IgttbHQtY3ZyLXNydigAMAI6ELmFyjeooZ03s4XKN6KhnTdCDAin6fDKBhCH1qbBAQ"",""country"":""US"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""66.249.64.230"",""lat"":""32.7795"",""long"":""-79.9364"",""method"":""GET"",""path"":""/related?genres=Documentary+Films%2CDocumentary\u0026maxRating=PG\u0026source=2921520\u0026vendor=google"",""profileID"":"""",""referer"":""https://www.stan.com.au/watch/the-last-goldfish-2017"",""region"":""SC"",""resultCount"":0,""seedId"":2921520,""serverTime"":1767650471472,""sessionAppName"":"""",""time"":""2026-01-05T22:01:11.472280022Z"",""userID"":"""",""user_agent_raw"":""Mozilla/5.0 AppleWebKit/537.36 (KHTML, like Gecko; compatible; Googlebot/2.1; +http://www.google.com/bot.html) Chrome/141.0.7390.122 Safari/537.36"",""vendor"":""google""}"
1767650499081,"Jan  5 22:01:38 ip-10-1-141-7 rec[5445]: {""asn"":""1221"",""city"":""SYDNEY"",""clientIP"":""101.184.43.43"",""correlationID"":"""",""country"":""AU"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""101.184.43.43, 23.205.115.71, 23.40.103.178"",""lat"":""-33.88"",""long"":""151.22"",""method"":""GET"",""path"":""/related?genres=Family,Music,Musical,Romance"",""profileID"":"""",""referer"":"""",""region"":""NSW"",""resultCount"":0,""seedId"":0,""serverTime"":1767650498444,""sessionAppName"":"""",""time"":""2026-01-05T22:01:38.444175044Z"",""userID"":"""",""user_agent_raw"":""Dalvik/2.1.0 (Linux; U; Android 12; BRAVIA 4K AE2 Build/STT2.231117.001)"",""vendor"":""stan""}"
1767650500065,"Jan  5 22:01:39 ip-10-1-152-68 rec[5120]: {""asn"":""1221"",""city"":""SYDNEY"",""clientIP"":""101.184.43.43"",""correlationID"":"""",""country"":""AU"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""101.184.43.43, 23.205.115.71, 23.40.103.178"",""lat"":""-33.88"",""long"":""151.22"",""method"":""GET"",""path"":""/related?genres=Comedy,Crime"",""profileID"":"""",""referer"":"""",""region"":""NSW"",""resultCount"":0,""seedId"":0,""serverTime"":1767650499684,""sessionAppName"":"""",""time"":""2026-01-05T22:01:39.684300891Z"",""userID"":"""",""user_agent_raw"":""Dalvik/2.1.0 (Linux; U; Android 12; BRAVIA 4K AE2 Build/STT2.231117.001)"",""vendor"":""stan""}"
1767650500816,"Jan  5 22:01:40 ip-10-1-152-68 rec[5120]: {""asn"":""1221"",""city"":""SYDNEY"",""clientIP"":""101.184.43.43"",""correlationID"":"""",""country"":""AU"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""101.184.43.43, 23.205.115.71, 23.40.103.178"",""lat"":""-33.88"",""long"":""151.22"",""method"":""GET"",""path"":""/related?genres=Comedy,Drama,Romance"",""profileID"":"""",""referer"":"""",""region"":""NSW"",""resultCount"":0,""seedId"":0,""serverTime"":1767650500494,""sessionAppName"":"""",""time"":""2026-01-05T22:01:40.494170379Z"",""userID"":"""",""user_agent_raw"":""Dalvik/2.1.0 (Linux; U; Android 12; BRAVIA 4K AE2 Build/STT2.231117.001)"",""vendor"":""stan""}"
1767650672831,"Jan  5 22:04:32 ip-10-1-220-33 rec[5354]: {""asn"":""1221"",""city"":""MELBOURNE"",""clientIP"":""120.148.20.155"",""correlationID"":"""",""country"":""AU"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""120.148.20.155, 184.84.238.6, 23.62.36.167"",""lat"":""-37.82"",""long"":""144.97"",""method"":""GET"",""path"":""/related?genres=Fantasy%2CComedy\u0026maxRating=M\u0026nonKids=true\u0026source=5694052"",""profileID"":"""",""referer"":"""",""region"":""VIC"",""resultCount"":0,""seedId"":5694052,""serverTime"":1767650672681,""sessionAppName"":"""",""time"":""2026-01-05T22:04:32.681961461Z"",""userID"":"""",""user_agent_raw"":""Mozilla/5.0 (SmartHub; SMART-TV; U; Linux/SmartTV+2014; Maple2012) AppleWebKit/537.42+ (KHTML, like Gecko) SmartTV Safari/537.42+"",""vendor"":""stan""}"
1767650704400,"Jan  5 22:05:03 ip-10-1-220-33 rec[5354]: {""asn"":""37113"",""city"":""KAMPALA"",""clientIP"":""82.145.212.210"",""correlationID"":""ChMyMzcyOTIxNzE5MTE2MTM0MDE4GiVzdGFuLW1vcmUtbGlrZS10aGlzLWN2cl8xNjg5ODk0ODI3Njc4IgttbHQtY3ZyLXNydigAMAI6EKihnTezhco3uYXKN6KhnTdCDAiP6_DKBhDdyOCEAw"",""country"":""UG"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""82.145.212.210"",""lat"":""0.32"",""long"":""32.58"",""method"":""GET"",""path"":""/related?genres=Animation%2CAdventure\u0026kids=true\u0026maxRating=G\u0026source=885233\u0026vendor=google"",""profileID"":"""",""referer"":""https://www.stan.com.au/watch/valiant-2005"",""resultCount"":0,""seedId"":885233,""serverTime"":1767650703887,""sessionAppName"":"""",""time"":""2026-01-05T22:05:03.887309147Z"",""userID"":"""",""user_agent_raw"":""Mozilla/5.0 (Linux; U; Android 12; AC2001 Build/RKQ1.211119.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/143.0.7499.115 Mobile Safari/537.36 OPR/97.1.2254.80849"",""vendor"":""google""}"
1767650714109,"Jan  5 22:05:13 ip-10-1-203-187 rec[5061]: {""asn"":""4804"",""city"":""MELBOURNE"",""clientIP"":""49.183.141.2"",""correlationID"":"""",""country"":""AU"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""49.183.141.2, 23.206.194.234, 23.62.36.181"",""lat"":""-37.82"",""long"":""144.97"",""method"":""GET"",""path"":""/related?genres=Action,Adventure,Comedy,Horror,Sci-Fi,Thriller"",""profileID"":"""",""referer"":"""",""region"":""VIC"",""resultCount"":0,""seedId"":0,""serverTime"":1767650713920,""sessionAppName"":"""",""time"":""2026-01-05T22:05:13.920486215Z"",""userID"":"""",""user_agent_raw"":""Dalvik/2.1.0 (Linux; U; Android 11; Smart TV Pro Build/AR2101)"",""vendor"":""stan""}"
1767650721880,"Jan  5 22:05:21 ip-10-1-203-187 rec[5061]: {""asn"":""1213"",""city"":""DUBLIN"",""clientIP"":""87.37.127.2"",""correlationID"":""ChQxNzY0OTM0ODIyMzQ4ODQ1MTgyNRolc3Rhbi1tb3JlLWxpa2UtdGhpcy1jdnJfMTY4OTg5NDgyNzY3OCILbWx0LWN2ci1zcnYoADACOhCioZ03qKGdN7SFyje6hco3QgwIiOjwygYQvdbmlwI"",""country"":""IE"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""87.37.127.2"",""lat"":""53.33"",""long"":""-6.25"",""method"":""GET"",""path"":""/related?genres=Comedy%2CAction\u0026maxRating=MA+15%2B\u0026nonKids=true\u0026source=331145\u0026vendor=google"",""profileID"":"""",""referer"":""https://www.stan.com.au/watch/21-jump-street-2012"",""resultCount"":0,""seedId"":331145,""serverTime"":1767650721435,""sessionAppName"":"""",""time"":""2026-01-05T22:05:21.435571688Z"",""userID"":"""",""user_agent_raw"":""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15"",""vendor"":""google""}"
1767650726054,"Jan  5 22:05:25 ip-10-1-147-153 rec[5218]: {""asn"":""1221"",""city"":""SYDNEY"",""clientIP"":""58.164.30.239"",""correlationID"":"""",""country"":""AU"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""58.164.30.239, 23.62.156.23, 23.32.5.27"",""lat"":""-33.88"",""long"":""151.22"",""method"":""GET"",""path"":""/related?genres=Action,Adventure,Fantasy,Sci-Fi"",""profileID"":"""",""referer"":"""",""region"":""NSW"",""resultCount"":0,""seedId"":0,""serverTime"":1767650725826,""sessionAppName"":"""",""time"":""2026-01-05T22:05:25.826892625Z"",""userID"":"""",""user_agent_raw"":""Dalvik/2.1.0 (Linux; U; Android 11; Smart TV Build/AR2101)"",""vendor"":""stan""}"
1767650753849,"Jan  5 22:05:53 ip-10-1-147-153 rec[5218]: {""asn"":""24560"",""city"":""PUNE"",""clientIP"":""122.167.116.132"",""correlationID"":""ChQxNzA1NDMzMTk1OTg2Nzc5ODE5OBolc3Rhbi1tb3JlLWxpa2UtdGhpcy1jdnJfMTY4OTg5NDgyNzY3OCILbWx0LWN2ci1zcnYoADACOhCooZ03tIXKN6KhnTe6hco3QgwIwevwygYQxePrtAE"",""country"":""IN"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""122.167.116.132"",""lat"":""18.53"",""long"":""73.87"",""method"":""GET"",""path"":""/related?genres=Horror%2CDark+Comedy\u0026maxRating=MA+15%2B\u0026nonKids=true\u0026source=5381106\u0026vendor=google"",""profileID"":"""",""referer"":""https://www.stan.com.au/watch/jennifers-body-2009"",""region"":""MH"",""resultCount"":0,""seedId"":5381106,""serverTime"":1767650753446,""sessionAppName"":"""",""time"":""2026-01-05T22:05:53.446693039Z"",""userID"":"""",""user_agent_raw"":""Mozilla/5.0 (Linux; U; Android 11; en-us; RMX3231 Build/JOP24G) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/86.0.4240.198 Mobile Safari/537.36"",""vendor"":""google""}"
1767650785311,"Jan  5 22:06:25 ip-10-1-152-68 rec[5120]: {""asn"":""1221"",""city"":""ADELAIDE"",""clientIP"":""1.121.193.22"",""correlationID"":"""",""country"":""AU"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""1.121.193.22, 184.84.238.22, 23.62.36.181"",""lat"":""-34.93"",""long"":""138.60"",""method"":""GET"",""path"":""/related?genres=Comedy%2CCrime\u0026maxRating=M\u0026nonKids=true\u0026source=1375507\u0026tz=Australia%2FAdelaide"",""profileID"":"""",""referer"":"""",""region"":""SA"",""resultCount"":0,""seedId"":1375507,""serverTime"":1767650785103,""sessionAppName"":"""",""time"":""2026-01-05T22:06:25.103144667Z"",""userID"":"""",""user_agent_raw"":""Dalvik/2.1.0 (Linux; U; Android 11; EKO 2K Google TV Build/RTK4.241026.026)"",""vendor"":""stan""}"
1767650821879,"Jan  5 22:07:01 ip-10-1-152-68 rec[5120]: {""asn"":""15169"",""city"":""CHARLESTON"",""clientIP"":""66.249.64.229"",""correlationID"":""ChM3NDU0MzA3MTM2NTk0NTYxNDg0GiVzdGFuLW1vcmUtbGlrZS10aGlzLWN2cl8xNjg5ODk0ODI3Njc4IgttbHQtY3ZyLXNydigAMAI6ELmFyjezhco3qKGdN6KhnTdCDAiF7PDKBhD3lfCfAQ"",""country"":""US"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""66.249.64.229"",""lat"":""32.7795"",""long"":""-79.9364"",""method"":""GET"",""path"":""/related?genres=Action%2CSci-Fi\u0026maxRating=R+18%2B\u0026nonKids=true\u0026source=330941\u0026vendor=google"",""profileID"":"""",""referer"":""https://www.stan.com.au/watch/robocop-1987?pubDate=20250223"",""region"":""SC"",""resultCount"":0,""seedId"":330941,""serverTime"":1767650821402,""sessionAppName"":"""",""time"":""2026-01-05T22:07:01.402720462Z"",""userID"":"""",""user_agent_raw"":""Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.7390.122 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"",""vendor"":""google""}"
1767650893627,"Jan  5 22:08:13 ip-10-1-208-191 rec[5041]: {""asn"":""7545"",""city"":""BRISBANE"",""clientIP"":""193.116.207.95"",""correlationID"":"""",""country"":""AU"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""193.116.207.95, 104.117.181.5, 23.40.103.163"",""lat"":""-27.50"",""long"":""153.02"",""method"":""GET"",""path"":""/related?genres=Fantasy,Musical,Romance"",""profileID"":"""",""referer"":"""",""region"":""QLD"",""resultCount"":0,""seedId"":0,""serverTime"":1767650893307,""sessionAppName"":"""",""time"":""2026-01-05T22:08:13.307274114Z"",""userID"":"""",""user_agent_raw"":""Dalvik/2.1.0 (Linux; U; Android 14; Chromecast Build/UTTC.250917.004)"",""vendor"":""stan""}"
1767650894379,"Jan  5 22:08:13 ip-10-1-208-191 rec[5041]: {""asn"":""7545"",""city"":""BRISBANE"",""clientIP"":""193.116.207.95"",""correlationID"":"""",""country"":""AU"",""eventType"":""mlt"",""host"":""rec-loadbal-1gnegzdocpid4-81963089.ap-southeast-2.elb.amazonaws.com"",""ip"":""193.116.207.95, 104.117.181.5, 23.40.103.178"",""lat"":""-27.50"",""long"":""153.02"",""method"":""GET"",""path"":""/related?genres=Family,Fantasy,Musical,Romance"",""profileID"":"""",""referer"":"""",""region"":""QLD"",""resultCount"":0,""seedId"":0,""serverTime"":1767650893984,""sessionAppName"":"""",""time"":""2026-01-05T22:08:13.984849836Z"",""userID"":"""",""user_agent_raw"":""Dalvik/2.1.0 (Linux; U; Android 14; Chromecast Build/UTTC.250917.004)"",""vendor"":""stan""}"
